ClusterID,Cluster_代表证候,id,Name,Typical_performance,Definition
4,寒湿瘀滞证,27,少阴阳虚滑脱证,下利清谷、恶寒蜷卧、精神萎靡、小便色白、口渴、脉微细,是指脾肾阳气虚衰，温煦功能减退，运化与固摄机能失职而出现以下利为主，伴有阴寒内盛等临床表现的概称。本证多因外邪侵入，或久病脾肾不足所致。临床表现为下利清谷，恶寒蜷卧，精神萎靡，小便色白，口渴，脉微细。常见于少阴阳虚水泛证、少阴兼太阳病等证候中。
4,寒湿瘀滞证,32,心肾阳虚证,畏寒肢冷、心悸怔忡、胸闷气喘、肢体浮肿、小便不利、神疲乏力、腰膝痠冷、唇甲青紫、舌淡紫、苔白滑、脉弱,是指心与肾的阳气亏虚，失却温运，以畏冷肢凉，心悸怔忡，小便不利，肢体浮肿，腰膝酸冷，舌淡紫，苔白滑，脉弱等为常见症的证候。本证多见于素体阳虚之人，或久病常见于水肿、惊悸、怔忡、胸痹等疾病中。西医学的风心病、肺心病、冠心病、慢性肾炎、病毒性心肌炎、心肌炎、肾病综合征、醛固酮增多症、甲状腺功能减退等可见本证。
4,寒湿瘀滞证,46,阳虚血瘀证,阳虚证：肢冷、十指末端疼痛、遇寒加重、面色苍白或青紫、畏寒喜暖、口淡不渴、二便清稀、血瘀证主要特点：是疼痛固定不移、痛如针刺、往往夜间为甚、局部肿块、拒按、出血、妇女月经不调、经来腹痛、血色紫暗有块、舌青紫、有瘀斑、脉细涩,是指阳气亏损，瘀血阻滞，以畏寒肢凉，肢体麻木，或痿废不用，或局部固定刺痛，肢体紫斑，出血紫暗夹块，舌淡胖或有斑点，脉沉迟而涩等为常见症的证候。常见于胸痛、胃痛、胁痛、痛经、头痛、阴疽、痹病等多种疾病中。
4,寒湿瘀滞证,58,寒湿瘀滞证,恶寒畏冷、肢体沉重酸痛、或刺痛、得温痛减、唇色紫黯、舌有斑点、苔白滑、脉沉细涩等,是指寒湿内蕴，血行痕滞，以恶寒畏冷，肢体沉重、酸痛或刺痛，得温痛减，唇舌紫暗，舌有斑点，舌苔白滑，脉沉细涩等为常见症的证候。常见于慢性盆腔炎、慢性阑尾炎、淤胆性肝炎、外阴溃疡等疾病中。
4,寒湿瘀滞证,95,阴竭阳脱证,冷汗淋漓、面色苍白、四肢厥冷、唇指紫绀、神志模糊、烦躁不安、舌质淡暗、脉伏难及或至数不清、或微细欲绝,多指因大汗、大吐、大泻或热病后期机体阴液亏耗，使得阳无所依附，以大汗淋漓，四肢厥冷、烦躁不安、脉微欲绝等为主要表现的一类病证。常见于多种疾病的晚期，病情危重。
4,寒湿瘀滞证,100,寒凝肝脉证,少腹冷痛、阴囊收缩、睾丸抽痛、或颠顶冷痛、遇寒痛甚、得温痛减、恶寒肢冷、舌苔白、脉沉弦或沉紧,是指由于寒邪侵犯，凝滞肝经，以少腹、前阴、颠顶冷痛及实寒症状为主要表现的证。常见于疝气，腹痛，痛经，带下等疾病中。
4,寒湿瘀滞证,111,正虚邪恋证,正虚与病邪性质的不同而临床表现各异,泛指正气亏虚，痰饮、湿热、寒湿、余热等病邪留滞所反映的证候。因正虚与病邪性质的不同而临床表现各异。常见于肛漏、乳痨、乳发、眼丹等疾病中。
4,寒湿瘀滞证,136,寒邪偏盛证,肢体关节疼痛较剧、痛有定处、得热痛减、遇寒痛增、关节不可屈伸、局部皮色不红、触之不热、苔薄白、脉弦紧,是指多因机体正气不足，外感风寒湿之邪，以寒邪为主，导致肌肉、关节、经络痹阻不通所致的病证。临床表现为肢体关节疼痛较剧，痛有定处，得热痛减，遇寒痛增，关节不可屈伸，局部皮色不红、触之不热，苔薄白，脉弦紧。常见于关节痛、肩关节周围炎等疾病中。
4,寒湿瘀滞证,146,寒湿入络证,肢体或患处沉重冷痛、顽麻、或肿胀、畏冷肢凉、苔白滑,是指寒湿之邪阻滞经络，以肢体或患处沉重冷痛、顽麻，或肿胀，畏冷肢凉，苔白滑等为常见症的证候。本证见于瓜藤缠，相当于西医结节性红斑。
4,寒湿瘀滞证,172,厥阴血虚寒郁证,手足厥逆、或伴有畏寒、面色苍白、头痛、腰背痛、四肢骨节冷痛、腹部拘急疼痛、背部及腰身冷、妇女则有少腹冷痛、痛经或月经不调、舌淡白、苔薄白而润、脉细欲绝、或脉弦细或细涩等,是指病人血虚复感外寒，或阳虚内寒，血虚寒郁，血流凝滞，四肢不得气血之温养，出现以手足逆冷为主的证候。临床表现为手足厥逆，或伴有畏寒，面色苍白，头痛，腰背痛，四肢骨节冷痛，腹部拘急疼痛，背部及腰身冷，妇女则有少腹冷痛，痛经或月经不调，舌淡白，苔薄白而润，脉细欲绝，或脉弦细或细涩等。常见于冻疮、脱疽、头痛、血痹、脉痹、癥积、痛经等疾病中。
4,寒湿瘀滞证,192,寒凝证,恶寒甚、无汗、头身或胸腹疼痛、苔白、脉弦紧等,又名外寒证。症见恶寒甚，无汗，头身或胸腹疼痛，苔白，脉弦紧等。因寒邪侵袭肌体，阳气被遏所致。常见于腰痛、痛经、胃痛、胸痛、脱疽、痹病等疾病中。
4,寒湿瘀滞证,210,亡阳证,冷汗淋漓、汗质稀淡、神情淡漠、肌肤不温、手足厥冷、呼吸气弱、面色苍白、舌淡而润、脉微欲绝等,指体内阳气极度衰微而欲脱，以冷汗、肢厥、面白、脉微等为主要表现的危重证候。常见于中风、霍乱、血证等疾病中。西医学的严重创伤疼痛、大失血、中毒与急性传染行疾病的休克期、以及心力衰竭、肾功能衰竭、肝昏迷等疾病可见本证。
4,寒湿瘀滞证,218,阴盛阳虚证,形寒肢冷、畏寒喜温、神疲、小便清长、大便清冷、局部冷痛、舌淡苔白滑、脉沉迟等,是指阴寒内盛，损伤阳气所致的病证，临床表现为形寒肢冷，畏寒喜温，神疲，小便清长，大便清冷，局部冷痛，舌淡苔白滑，脉沉迟。常见于脱疽等疾病中。
4,寒湿瘀滞证,223,寒滞肝脉证,少腹冷痛、阴部坠胀作痛、或阴器收缩引痛、或巅顶冷痛、得温则减、遇寒痛增、恶寒肢冷、舌淡、苔白润、脉沉紧或弦紧,是指寒邪侵袭，凝滞肝经，以少腹冷痛，或阴器收引疼痛，或巅顶疼痛，遇寒痛增，得温痛缓，恶寒肢冷呕吐清涎，苔白，脉弦紧等为常见症的证候。好发于阳气不足，阴寒内盛之人。常见于疝气、腹痛、痛经等疾病中。西医学的疝气、睾丸炎、睾丸鞘膜积液、肠粘连及妇科内分泌失调症中可见本证。
4,寒湿瘀滞证,227,寒凝血瘀证,肢体、肌肤畏寒冷痛、屈伸不利、得温痛减、伴有躯体瘀血的症状、舌质暗苔白、脉沉迟等,是指寒邪凝滞气机，血行瘀阻，以畏寒冷痛，得温痛减，肢冷色青，妇女月经后期、痛经、经色紫暗夹块，舌紫暗，苔白，脉沉迟而涩等为常见症的证候。常见于脉痹、皮痹、胸痹心痛、阴疽、月经后期、痛经、厥证等疾病中。
4,寒湿瘀滞证,257,湿邪偏盛证,肢体关节重着、酸痛、或肿胀、痛有定处、肢体沉重、活动不便、肌肤不仁、苔白腻、脉濡缓,指多因机体正气不足，外感风、寒、湿、热之邪，以湿邪为主，肌肉、关节、经络、痹阻不通所致。临床表现为肢体关节重着、酸痛，或肿胀，痛有定处，肢体沉重，活动不便，肌肤不仁，苔白腻，脉濡缓。常见于关节痛、肩关节周围炎等疾病中。
4,寒湿瘀滞证,259,阳虚寒盛证,形寒肢冷、胸胁、脘腹、腰膝、四肢关节冷痛喜温、妇女月经后期、痛经、经色紫暗挟块、面色晄白、小便清长、大便稀溏、唇甲淡或青紫、舌淡胖、苔白滑、脉沉迟等,，中医病症名。是指由阳气虚衰，温煦不足，阴寒内盛，凝滞于内，产生一系列虚寒性病变的证候。多由年高体弱，久病不愈，恣食生冷，劳倦内伤，或病后误服、久服寒凉药物，阳气受损所致。常见于胸痹、胃痛、腹痛、便秘、腰痛、痹病、月经不调、痛经、子痈、髙风内障、花翳白陷等疾病中。
4,寒湿瘀滞证,263,少阴阳虚寒凝证,身体痛、背恶寒、手足寒冷、肢体骨节疼痛、口中和、舌淡、苔滑、脉沉,是指少阴阳气虚衰，寒湿不化而出现以身痛为主症的证候。多因阳虚阴盛，水寒浸渍筋骨脉络所致。临床表现为身体痛，背恶寒，手足寒冷，肢体骨节疼痛，口中和，舌淡，苔滑，脉沉。常见于感冒、腰痛等疾病中。
4,寒湿瘀滞证,266,表里俱寒证,恶寒发热、头身疼痛、无汗、脘腹冷痛、吐泻肢冷、舌濙苔白润、脉迟等,泛指寒邪外侵，表里同时受邪，以恶寒肢冷，头身疼痛，无汗，或咳喘吐白痰，或脱腹冷痛、吐泻清稀等为常见症的证候。西医学中感冒、流行性感冒、肠胃型感冒、支气管炎、慢性肠胃炎、胃及十二指肠溃疡、慢性胆囊炎、肠胃痉挛、慢性非特异性溃疡性结肠炎、慢性盆腔炎、慢性附件炎、风湿性关节炎、类风湿关节炎、强直性脊柱炎等临床表现符合者。
4,寒湿瘀滞证,276,风寒阻络证,恶寒、肢体冷痛、拘急或麻木、肤色紫暗或苍白、苔白、脉弦紧,寒邪凝滞经脉，血行不畅，以恶寒，肢体冷痛、拘急或麻木，肤色紫暗或苍白，苔白，脉弦紧等为常见症的证候。常见于冻伤、面瘫等疾病中。
4,寒湿瘀滞证,291,胎寒证,妊娠期间、小腹冷痛、绵绵不止、或腹形小于正常妊娠月份、伴形寒肢冷、腰部酸冷、手足不温、纳少便溏、舌质淡、苔白、脉沉迟,是指孕妇素体阳气不足，阴寒内盛，孕后胎失温养引起胎元不安的证候。常见于胎动不安、妊娠胎不长、堕胎、小产、半产、滑胎等疾病中。西医学先兆流产、胎儿宫内生长迟缓等可见本证。
4,寒湿瘀滞证,301,气虚夹实证,气虚证候外、还可因兼夹实邪之不同而见不同的证候,泛指气虚之人兼为痰湿、水饮、瘀血诸邪所客的症候。其症除见气虚证候外，还可因兼夹实邪之不同而见不同的证候。常见于急性心肌梗死、淋证等疾病。
4,寒湿瘀滞证,354,里寒证,恶寒喜暖、面色苍白、肢冷踡卧、口淡不渴、痰、涏、涕清稀、小便清长、大便稀溏舌淡苔白而润滑、脉迟或紧等,是指寒邪直中脏腑经络，阴寒内盛，或阳气虚衰所表现的证候。多因外感阴寒邪气，或因内伤久病，阳气耗伤，或过服生冷寒凉，阴寒内盛所致。其病因、病机或病位不同，所致的证候类型及其临床表现也不同。
4,寒湿瘀滞证,371,寒湿阻络证,肢体或患处沉重冷痛、麻木、或肿胀、畏冷肢凉、苔白滑,是指寒湿之邪阻滞经络，以肢体或患处沉重冷痛、麻木，或肿胀，畏冷肢凉，苔白滑等为常见症的证候。本证常见于脱疽、猫眼疮等疾病中。
4,寒湿瘀滞证,402,寒滞经脉证,恶寒、肢体冷痛、拘急或麻木、肤色紫暗或苍白、苔白、脉弦紧,寒邪凝滞经脉，血行不畅，以恶寒，肢体冷痛、拘急或麻木，肤色紫暗或苍白，苔白，脉弦紧等为常见症的证候。常见于冻伤、面瘫等疾病中。
4,寒湿瘀滞证,493,膀胱虚寒证,小便频数清长或余沥不尽、夜尿频多、遗尿、或尿失禁、面白神疲、腰膝酸软、小腹冷痛、畏寒肢冷、舌淡苔薄白、脉沉细弱,是指肾阳亏虚，膀胱气化失司，以畏冷肢凉，小腹冷痛，小便失禁或不利，或夜尿多、尿清长，苔白滑等为常见症的证候。常见于遗尿、小便不禁、癃闭等疾病中。西医学的神经功能紊乱和泌尿系统病变所致的小便不禁，小儿或成人遗尿，前列腺肥大所致子尿潴留导尿管疾病中可见本证。
4,寒湿瘀滞证,501,风寒痹阻证,肢体关节冷痛、游走不定、遇寒则痛剧、得热则痛减、局部皮色不红、触之不热、关节屈伸不利、恶风畏寒、舌质淡红或黯红、舌苔薄白、脉弦紧或弦缓或浮,是指风寒湿邪阻滞筋骨关节，以肢体关节游走性疼痛，或沉重疼痛等为常见症的证候。常见于行痹、痛痹、历节等疾病中。
4,寒湿瘀滞证,524,阳损及阴证,肢冷畏寒、神疲乏力、精神萎顿、形体消瘦、兼面赤颧红、口干欲饮、舌苔白边尖略红、脉细数无力,是指由于先天禀赋不足，或因后天饮食起居失养，导致机体阳气偏衰，日久或太过进一步损伤机体阴液，临床见阳虚症候继而兼见阴虚症候的一类病证。常见于多种疾病的后期，与虚劳关系密切。
4,寒湿瘀滞证,550,寒滞心脉证,恶寒畏冷、心胸闷痛、遇冷痛增、得温痛减、苔白、脉沉迟或沉紧等,是指胸阳不振，寒邪凝滞，心脉痹阻，以恶寒畏冷，心胸闷痛、遇寒痛增、得温痛减，苔白，脉沉迟或沉紧等为常见症的证候。多发于中年以上，脑力劳动或长期伏案工作者。常见于胸痹等疾病中。
4,寒湿瘀滞证,551,正虚瘀结证,久病体弱、积块坚硬、隐痛或剧痛、饮食大减、肌肉瘦削、神倦乏力、面色萎黄或黧黑、甚则面肢浮肿、舌质淡紫、或光剥无苔、脉细数或弦细,是指因久病后，中虚失运，气血衰少，气血运行不畅所表现出来的一类病证。常见于积聚。
4,寒湿瘀滞证,601,阳虚湿困证,畏寒肢冷、肢体浮肿、困重、小便不利、大便溏泻、食少腹胀、舌淡胖、苔白腻或白滑、脉沉迟而滑等,指阳气亏损，运化失常，以水湿内停为主要临床表现的证候。常由素体阳亏，调摄失宜，久病或大病后阳气亏耗及年高阳气不振，无力温化水湿而致。临床表现为畏寒肢冷，肢体浮肿、困重，小便不利，大便溏泻，食少腹胀，舌淡胖，苔白腻或白滑，脉沉迟而滑等。常见于呕吐、泄泻、痢疾、霍乱、黄疸、水肿、淋证、内伤发热、腰痛、痹病、带下等疾病中。
4,寒湿瘀滞证,617,湿阻证,身体困重、关节与肌肉酸痛、屈伸不利、腹胀腹泻、食欲不振、苔滑脉濡,又名湿浊困阻证、湿邪阻滞证。指因湿浊邪气阻滞气机，以身体困重、关节与肌肉酸痛、屈伸不利、腹胀腹泻、食欲不振、苔滑脉濡等为常见症的证候。常见于慢性肾衰、痛风等疾病中。
4,寒湿瘀滞证,673,阳虚外感证,恶寒重、微发热、或无汗、或汗出恶寒更甚、四肢不温、面色晄白、骨节酸冷疼痛、倦怠嗜卧、语声低微、舌淡胖、苔白滑、脉沉迟等,是指阳气亏损，复感外邪，以恶寒重，微发热，汗出恶寒更甚，面色晄白，骨节酸冷疼痛，四肢不温，声低，舌淡胖，苔白滑，脉沉迟无力等为常见症的证候。可见于脏腑阳气虚损，又感外邪的疾病中，尤其常见于感冒、支饮、水肿等疾病中。
4,寒湿瘀滞证,740,气虚邪恋证,除神疲乏力、气短懒言、舌淡脉弱的等气虚证候外、由于留滞的病邪不同而又兼有各自的特征,泛指气虚之人兼有病邪留滞的证候。除见神疲乏力、气短懒言、舌淡脉弱的等气虚证候外，由于留滞的病邪不同而又兼有各自的特征。见于毛囊炎、久疟、颈痈、小儿急性肾炎、小儿肺炎等疾病中。
4,寒湿瘀滞证,780,血寒证,畏寒、手足或少腹等患处冷痛拘急、得温痛减、肤色紫暗发凉、或为痛经、月经衍期、经色紫暗、夹有血块、唇舌青紫、苔白滑、脉沉迟弦涩等,指寒邪客于血脉，凝滞气机，血行不畅，以患处冷痛拘急、畏寒、唇舌青紫，妇女月经后期、经色紫暗夹块等为主要表现的实寒证候。即血分的寒证。多发生于年高体弱者。常见于冻伤、中寒、脱疽、腹痛及妇女月经不调等疾病中。
4,寒湿瘀滞证,786,气虚寒凝证,神疲气短、手足不温、肢体麻木冷痛或挛急不舒、女子则有经行腹痛、经色紫暗、舌淡苔白润,是指气虚血行不畅，寒邪侵袭，以神疲气短，手足不温，肢体麻木冷痛，或挛急不舒，或妇女经行腹痛，经色紫暗，舌淡苔白润等为常见症的证候。常见于狐疝等疾病中。
4,寒湿瘀滞证,795,寒湿凝聚证,形寒肢冷、口淡不渴、小便清长、舌质淡暗、舌苔白腻、脉弦细,是指素体卫阳不足，易感寒湿之邪，寒湿凝滞所致，以形寒肢冷，口淡不渴，小便清长，舌质淡暗，舌苔白腻，脉弦细为常见症的病证。常见于水疝、筋瘤、鼻息肉等疾病中。
4,寒湿瘀滞证,812,肾虚寒湿证,腰膝冷痛沉重、活动不利、畏寒肢冷、苔白腻、脉濡缓等,是指肾经阳气亏虚，寒湿浸著，以腰膝沉重冷痛，活动受限，畏冷肢凉，苔白腻，脉濡缓等为常见症的证候。常见于痹病、肾着、水疝疾病中。西医学中肾炎、风湿病、类风湿病、腰肌劳损等可出现本证。
4,寒湿瘀滞证,842,腹部中寒证,腹部疼痛、拘急疼痛、得温则舒、遇寒痛甚、痛处喜暖、面色苍白、痛甚者额冷汗出、唇色紫暗、肢冷不温、或兼吐泻、小便清长、舌淡、苔白滑、脉沉弦紧、指纹红,指多因闲衣被单薄，腹部受寒，或过食生冷寒凉之品，邪客胃肠，导致寒邪凝滞，气机不畅，经络不通，不通则痛所致病证。常见于腹痛等疾病中。
4,寒湿瘀滞证,849,寒凝胞中证,小腹冷痛、或痛经、喜温、或月经后期、色紫暗、或带下清稀色白、苔白、脉沉紧,是指多因阳虚寒从内生，冲任、胞宫失于温煦，或寒湿客于胞中所致的病证。临床表现为小腹冷痛，或痛经，喜温，或月经后期、色紫暗，或带下清稀色白，苔白，脉沉紧。常见于痛经等疾病中。
4,寒湿瘀滞证,858,寒凝阳虚证,形寒肢冷、畏寒喜温、神疲、小便清长、大便清冷、局部冷痛、舌淡苔白滑、脉沉迟等,是指阴寒凝滞，损伤阳气，以形寒肢冷，畏寒喜温，神疲，小便清长，大便清冷，局部冷痛，舌淡苔白滑，脉沉迟等为常见症的证候。常见于血栓闭塞性脉管炎、冷性脂膜炎等疾病中。
4,寒湿瘀滞证,900,阳气虚衰证,畏寒肢冷、神疲乏力、气短、口淡不渴、或喜热饮、尿清便溏、或尿少浮肿,是指阳气亏损，失却温煦推动，脏腑机能衰退所致，临床表现为畏寒肢冷，神疲乏力，气短，口淡不渴，或喜热饮，尿清便溏，或尿少浮肿，面白，舌淡胖，脉沉迟无力等。常见于颤证、多寐等疾病中。
4,寒湿瘀滞证,969,寒证,恶寒、或畏寒喜暖、肢冷蜷卧、局部冷痛、口淡不渴、痰、涕、涎液清稀、小便清长、大便溏薄．面色白、舌质淡、苔白而润、脉紧或迟等,指感受寒邪，或阳虚阴盛，导致机体功能活动受抑制而表现出具有“冷、凉”等症状特点的证。由于阴盛可表现为寒的证候，阳虚亦可表现为寒的证候，故有实、虚之分。常见于感冒、咳嗽、哮病、喘病、痰饮、胸痹、胃痛、呕吐、泄泻、腹痛、腰痛、痹病等疾病中。
4,寒湿瘀滞证,986,寒凝气滞证,疼痛、腹胀、胫肿、拘挛或麻痹厥冷、泛吐清水、苔白润、脉弦紧等,是指寒邪凝滞气机，以头身关节疼痛，手足拘急，或脱腹胀满冷痛，泛吐清水，肠鸣腹泻，苔白润，脉弦紧等为常见症的证候。常见于慢性盆腔炎、疝气、慢性胃炎、硬红斑等疾病中。
4,寒湿瘀滞证,1000,寒凝胞宫证,小腹冷痛、喜温、月经过少或闭经、或痛经、或月经后期、经色紫黯、或带下清稀、舌淡苔白润、脉沉紧或弦紧,是指寒邪凝滞胞宫，以小腹冷痛，或痛经，喜温，或月经后期、色紫暗，或带下清稀色白，苔白，脉沉紧等为常见症的证候。常见于痛经、月经后期、月经过少、闭经、胎衣不下、产后腹痛、恶露不下、产后恶露不尽、带下、阴冷、不孕疾病中。西医学痛经、闭经、胎盘滞留、子宫肌瘤、不孕症等疾病中可见本证。
4,寒湿瘀滞证,1010,寒凝血虚证,面色苍白紫黯、局部冷痛、形寒肢冷、或挛急不舒、头晕眼花、妇女月经量少色黯、舌淡苔白、脉沉细,是指寒邪凝滞，血液亏虚，以面色苍白紫暗，局部冷痛，形寒肢冷，或挛急不舒，头晕眼花，妇女月经量少色暗，舌淡苔白，脉沉细等为常见症的证候。常见于冻疮、痛经等疾病中。
4,寒湿瘀滞证,1012,肾虚寒凝证,畏寒、面色㿠白、下肢尤甚、肢节、腰膝冷痛、小便清长、夜尿、男子阳痿、滑精、女子带下清冷、宫寒不孕、舌淡、苔白脉沉迟,是指肾阳亏虚，寒邪凝滞，以畏冷肢凉，下肢尤甚，腰膝冷痛，小便清长，夜尿多，苔白脉沉迟等为常见症的证候。常见于腰痛、痛经等疾病中。
4,寒湿瘀滞证,1015,阳虚证,畏冷、肢凉、口淡不渴、或喜热饮、或自汗、小便清长或尿少不利、大便稀薄、面色晄白、舌淡胖、苔白滑、脉沉迟（或为细数）无力、可兼有神疲、乏力、气短等气虚的表现,是指阳气亏损，失却温煦推动，脏腑机能衰退，以畏寒肢冷，神疲乏力，气短，口淡不渴，或喜热饮，尿清便溏，或尿少浮肿，面白，舌淡胖，脉沉迟无力等为常见症的证候。常见于水肿、泄泻、心悸、虚劳等疾病中。
4,寒湿瘀滞证,1017,风寒湿痹证,肌肉骨节疼痛、痛有定处或游走不定、关节活动不灵活、恶风寒、遇寒则重、苔白、脉弦紧等,指由于风、寒、湿等外邪侵袭，闭阻经络，气血运行不畅所致。临床表现为肌肉骨节疼痛，痛有定处或游走不定，关节活动不灵活，恶风寒，遇寒则重，苔白，脉弦紧。常见于骨性关节炎、痛风急性发作期等疾病中。
5,热炽腑实证,235,水轮痰湿证,眼前有黑影如蝇蝶飞舞、或云雾飘动、或视大为小、视正反斜、视直如曲、或突然盲而不见、全身可见身重而软、倦怠喜卧、腹胀纳呆、或泄泻、舌苔白、脉缓滑等,是指因脾虚不能输布水湿，水湿内聚，上凌目窍，病及水轮的证候。多因劳倦内伤，饮食不节，伤及脾胃所致。常见于云雾移睛、视大为小、暴盲、青盲等疾病中。
5,热炽腑实证,294,风热上犯证,黑睛骤生星翳、抱轮红赤、羞明隐涩、发热恶寒、热重寒轻、咽痛、眼睑两眦皮肤或白睛痒极难忍、流泪生眵或眼睑两眦皮肤粗糙、或睑缘红赤、或睑内生红赤颗粒、舌苔薄黄、脉浮数,是指因风热之邪外侵，上犯于头目所致的病证。临床表现为黑睛骤生星翳，抱轮红赤，羞明隐涩，发热恶寒，热重寒轻，咽痛；眼睑两眦皮肤或白睛痒极难忍，流泪生眵或眼睑两眦皮肤粗糙，或睑缘红赤，或睑内生红赤颗粒，舌苔薄黄，脉浮数等。常见于头痛、聚星障、目痒症等疾病中。
5,热炽腑实证,358,水轮实热证,眼前有黑影飘动、视物模糊、甚至盲而不见、或视正物反为歪斜之状、全身可见面赤口渴、心烦、大便秘结、舌红苔黄、脉洪数或弦数等,指火热为患，炎蒸目窍而出现的视力下降，视物异常等水轮病变为临床表现的概称。多因外感热邪，乘于目系，或因脏腑积热炎蒸目窍，而病及水轮所致。常见于暴盲、视正反斜、云雾移睛、火郁暴盲等疾病中。
5,热炽腑实证,413,风寒犯目证,黑睛星翳、抱轮微红、羞明流泪、恶寒发热、寒重热轻、舌苔薄白、脉浮紧,指风寒之邪外侵，上犯于目所致的病证。临床表现为黑睛星翳，抱轮微红，羞明流泪，恶寒发热，寒重热轻，舌苔薄白，脉浮紧。常见于聚星翳、复发性角膜上皮糜烂、单纯疱疹病毒性角膜炎等疾病中。
5,热炽腑实证,460,气轮阴虚证,白睛不红不肿、或稍有赤脉、眼干涩不爽、泪少、瞬目频频、微畏光、不耐久视、甚则可有黑睛细点星翳、视物不清、全身症见干咳少痰、咽干便秘、偶有烦热、舌红、苔薄白少津、脉细无力,指燥热伤阴，或肺失肃降，津液不能上布，出现白睛干燥失泽，干涩，目焮热等病变的证候。多因余热未尽，隐伏脾肺，或肺阴不足，或肝肾亏损，阴血不尊，气轮失养所致。常见于白涩症、火疳、金疳、暴风客热、白睛溢血等疾病中。
5,热炽腑实证,488,水轮阴亏证,视物模糊、双目干涩昏花、起坐动辄眼前生花、瞳神散大、头晕目眩、神疲乏力、腰膝痠软、舌红少苔、脉细带数,指肾中真阴不足，阴精亏损，不能濡养目窍而出现视觉异常的一些临床表现的概称。多因劳伤过度，或年高肾虚精衰，或久病损及肾阴所致。常见于视瞻昏渺、干涩昏花、坐起生花、瞳神散大、络阻暴盲、目衄暴盲、视直如曲、青盲等疾病中。
5,热炽腑实证,537,湿热蕴伏证,黑睛星翳、反复发作、缠绵不愈、头重胸闷、溲黄便结、口腻、舌红、苔黄腻、脉滑等,指多因湿热蕴蒸，上犯清窍所致病证。临床表现为黑睛星翳，反复发作，缠绵不愈，头重胸闷，溲黄便结，口腻，舌红，苔黄腻，脉滑等。常见于聚星障等疾病中。
5,热炽腑实证,562,风轮热毒证,黑睛生翳、向深部或向周围发展、色带微黄、风轮下际、有黄色脓液上冲、疼痛剧烈、难以忍受、羞明流泪、重者风轮有溃破爆裂之忧、全身可见身热口渴、溲赤便秘、苔黄舌红、脉弦数或滑数,指热盛成毒，侵淫风轮而出现的黑睛生翳，蒸灼神水，黄仁受损等临床表现的概称。多因脾胃积热或肝经伏火，或外感热毒之邪，上炎目窍所致。常见于暴赤生翳、聚星障、花翳白陷、黑翳如珠、抱轮红、凝脂翳等疾病中。
5,热炽腑实证,591,风火上扰证,半身不遂、口舌歪斜、舌强言謇或不语、偏身麻木、唇部灼热疼痛、青光眼术后或滴缩瞳剂后骤然发病、头目疼痛加剧、眼胀欲脱、头痛如劈、面红目赤、口苦咽干、心烦易怒、尿赤便干、舌质红绛、苔黄腻而干、脉弦数等,指多因肝郁化火，阳亢风动，风火相扇，气血逆乱，直冲犯头目脑窍所致病证。临床表现为半身不遂，口舌歪斜，舌强言謇或不语，偏身麻木；唇部灼热疼痛；青光眼术后或滴缩瞳剂后骤然发病，头目疼痛加剧，眼胀欲脱，头痛如劈，面红目赤，口苦咽干，心烦易怒，尿赤便干，舌质红绛，苔黄腻而干，脉弦数等。常见于中风、慢性唇炎、绿风内障等疾病中。
5,热炽腑实证,677,水轮痰火证,起病急骤或头痛如劈、眼珠胀痛、视力急剧下降、检查眼部：抱轮红赤、黑睛雾状混浊、瞳神散大、眼珠变硬或暴怒后视力骤降、全身可见身热面赤、动辄眩晕、恶心呕吐、溲赤便秘、舌红、苔黄腻、脉弦滑数,指脾湿生痰，肝郁化火，痰火上壅头目，病及水轮的概称。多因外感六淫之邪或肥甘食积不消，郁滞化热，或情志所伤，五志过极化而为火，或脏腑机能过亢，气余成火。常见于绿风内障、青风内障、暴盲等疾病中。
5,热炽腑实证,694,湿浊上泛证,视物昏朦、自觉眼前有黑影如蚊蝇飞舞、副症表现为检视眼内玻璃体有尖状或点状混浊、头重胸闷、面白或黄、食少痰多、神倦乏力、或心烦口苦、舌淡苔白,是指多因体内痰湿久踞不除而上泛，致使神膏不清而成的病证。临床表现为视物昏朦，自觉眼前有黑影如蚊蝇飞舞。头重胸闷，面白或黄，食少痰多，神倦乏力，或心烦口苦，舌淡苔白。常见于视直如曲、辘轳转关等疾病中。
5,热炽腑实证,695,风轮风热证,黑睛速起星翳、灼热疼痛、羞明流泪、全身可见头痛鼻塞、舌红苔薄白、脉浮数,指风热外邪侵袭风轮，出现黑睛起星翳，目赤疼痛，畏光流泪，鼻塞头痛等病变的证候。多因外感风热之邪侵及风轮，或内有积热，兼之外风引发所致。常见于聚星翳、花翳白陷、凝脂翳、混睛障、赤膜下垂、血翳包膜、天行赤眼暴翳、银星独见等疾病中。
